"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Kerala","Idukki","Adimali","Coffee","Other","28/01/2014","6000","6150","6100"
"Kerala","Idukki","Adimali","Coffee","Other","31/01/2014","6100","6200","6100"
"Kerala","Idukki","Adimali","Coffee","Other","04/02/2014","6300","6350","6350"
"Kerala","Idukki","Adimali","Coffee","Other","07/02/2014","6500","6700","6600"
"Kerala","Idukki","Adimali","Coffee","Other","11/02/2014","6500","6700","6600"
"Kerala","Idukki","Adimali","Coffee","Other","14/02/2014","6700","6800","6700"
"Kerala","Idukki","Adimali","Coffee","Other","18/02/2014","6800","6850","6800"
"Kerala","Idukki","Adimali","Coffee","Other","21/02/2014","7000","7200","7200"
"Kerala","Idukki","Adimali","Coffee","Other","25/02/2014","7300","7500","7500"
"Kerala","Idukki","Adimali","Coffee","Other","28/02/2014","7500","7800","7700"
"Kerala","Idukki","Adimali","Coffee","Other","04/03/2014","8000","8100","8100"
"Kerala","Idukki","Adimali","Coffee","Other","07/03/2014","7900","8000","8000"
"Kerala","Idukki","Adimali","Coffee","Other","11/03/2014","8000","8100","8100"
"Kerala","Idukki","Adimali","Coffee","Other","14/03/2014","8500","8700","8700"
"Kerala","Idukki","Adimali","Coffee","Other","18/03/2014","18000","18200","18200"
"Kerala","Idukki","Adimali","Coffee","Other","21/03/2014","7700","7800","7800"
"Kerala","Idukki","Adimali","Coffee","Other","25/03/2014","7700","7800","7800"
"Kerala","Idukki","Adimali","Coffee","Other","28/03/2014","7600","7700","7700"
"Kerala","Idukki","Adimali","Coffee","Other","01/04/2014","7800","8000","8000"
"Kerala","Idukki","Adimali","Coffee","Other","04/04/2014","7500","7700","7700"
"Kerala","Idukki","Adimali","Coffee","Other","22/04/2014","7500","7800","7700"
"Kerala","Idukki","Adimali","Coffee","Other","25/04/2014","7500","7800","7700"
"Kerala","Idukki","Adimali","Coffee","Other","29/04/2014","7500","7800","7700"
"Kerala","Idukki","Adimali","Coffee","Other","02/05/2014","7800","8000","7900"
"Kerala","Idukki","Adimali","Coffee","Other","06/05/2014","7800","8000","7900"
"Kerala","Idukki","Adimali","Coffee","Other","09/05/2014","7800","8000","7900"
"Kerala","Idukki","Adimali","Coffee","Other","13/05/2014","7800","8000","8000"
"Kerala","Idukki","Adimali","Coffee","Other","16/05/2014","7800","8000","7900"
"Kerala","Idukki","Adimali","Coffee","Other","20/05/2014","7800","8000","8000"
"Kerala","Idukki","Adimali","Coffee","Other","23/05/2014","7800","8000","7900"
"Kerala","Idukki","Adimali","Coffee","Other","27/05/2014","7800","8000","7900"
"Kerala","Idukki","Adimali","Coffee","Other","30/05/2014","7800","8000","8000"
"Kerala","Idukki","Adimali","Coffee","Other","03/06/2014","7500","8000","7700"
"Kerala","Idukki","Adimali","Coffee","Other","06/06/2014","7500","8000","7800"
"Kerala","Idukki","Adimali","Coffee","Other","10/06/2014","7500","8000","7700"
"Kerala","Idukki","Adimali","Coffee","Other","13/06/2014","7500","8000","7800"
"Kerala","Idukki","Adimali","Coffee","Other","17/06/2014","7500","7800","7600"
"Kerala","Idukki","Adimali","Coffee","Other","20/06/2014","7500","7800","7600"
"Kerala","Idukki","Adimali","Coffee","Other","24/06/2014","7500","7900","7700"
"Kerala","Idukki","Adimali","Coffee","Other","27/06/2014","7500","7900","7800"
"Kerala","Idukki","Adimali","Coffee","Other","01/07/2014","7500","7900","7700"
"Kerala","Idukki","Adimali","Coffee","Other","04/07/2014","7500","7900","7600"
"Kerala","Idukki","Adimali","Coffee","Other","08/07/2014","7600","7900","7700"
"Kerala","Idukki","Adimali","Coffee","Other","11/07/2014","7600","8000","7800"
"Kerala","Idukki","Adimali","Coffee","Other","15/07/2014","7500","8000","7800"
"Kerala","Idukki","Adimali","Coffee","Other","18/07/2014","7500","8000","7800"
"Kerala","Idukki","Adimali","Coffee","Other","22/07/2014","7500","8000","7800"
"Kerala","Idukki","Adimali","Coffee","Other","25/07/2014","7500","8000","7800"
"Kerala","Idukki","Adimali","Coffee","Other","30/07/2014","7500","8000","7800"
