"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Kerala","Idukki","Adimali","Coffee","Other","06/01/2015","6700","7300","7000"
"Kerala","Idukki","Adimali","Coffee","Other","14/01/2015","6700","7600","7000"
"Kerala","Idukki","Adimali","Coffee","Other","16/01/2015","6500","8000","7200"
"Kerala","Idukki","Adimali","Coffee","Other","20/01/2015","6700","7900","7500"
"Kerala","Idukki","Adimali","Coffee","Other","28/01/2015","6500","7800","7000"
"Kerala","Idukki","Adimali","Coffee","Other","30/01/2015","6400","7600","6800"
"Kerala","Idukki","Adimali","Coffee","Other","03/02/2015","6200","7400","6500"
"Kerala","Idukki","Adimali","Coffee","Other","06/02/2015","6300","7500","6700"
"Kerala","Idukki","Adimali","Coffee","Other","10/02/2015","6000","7600","6300"
"Kerala","Idukki","Adimali","Coffee","Other","18/02/2015","6500","7700","7500"
"Kerala","Idukki","Adimali","Coffee","Other","20/02/2015","6600","7600","7200"
"Kerala","Idukki","Adimali","Coffee","Other","24/02/2015","6700","7700","7500"
"Kerala","Idukki","Adimali","Coffee","Other","27/02/2015","6800","8000","7800"
"Kerala","Idukki","Adimali","Coffee","Other","03/03/2015","6900","8100","7700"
"Kerala","Idukki","Adimali","Coffee","Other","06/03/2015","6600","8000","7000"
"Kerala","Idukki","Adimali","Coffee","Other","10/03/2015","6700","8100","7200"
"Kerala","Idukki","Adimali","Coffee","Other","13/03/2015","6800","8200","7300"
"Kerala","Idukki","Adimali","Coffee","Other","17/03/2015","6900","8100","7300"
"Kerala","Idukki","Adimali","Coffee","Other","20/03/2015","6800","8000","7100"
"Kerala","Idukki","Adimali","Coffee","Other","24/03/2015","6600","7800","6800"
"Kerala","Idukki","Adimali","Coffee","Other","27/03/2015","6700","7700","7000"
"Kerala","Idukki","Adimali","Coffee","Other","31/03/2015","6600","7600","6800"
"Kerala","Idukki","Adimali","Coffee","Other","07/04/2015","6400","7500","6600"
"Kerala","Idukki","Adimali","Coffee","Other","10/04/2015","6200","7400","6400"
"Kerala","Idukki","Adimali","Coffee","Other","17/04/2015","6300","7200","6500"
"Kerala","Idukki","Adimali","Coffee","Other","21/04/2015","6000","7000","6200"
"Kerala","Idukki","Adimali","Coffee","Other","24/04/2015","5700","6800","5900"
"Kerala","Idukki","Adimali","Coffee","Other","02/05/2015","5900","6900","6500"
"Kerala","Idukki","Adimali","Coffee","Other","08/05/2015","7100","7700","7500"
"Kerala","Idukki","Adimali","Coffee","Other","12/05/2015","7200","8000","7800"
"Kerala","Idukki","Adimali","Coffee","Other","15/05/2015","7100","8100","7700"
"Kerala","Idukki","Adimali","Coffee","Other","19/05/2015","7000","8000","7400"
"Kerala","Idukki","Adimali","Coffee","Other","23/05/2015","7100","8100","7600"
"Kerala","Idukki","Adimali","Coffee","Other","26/05/2015","7000","7900","7300"
"Kerala","Idukki","Adimali","Coffee","Other","29/05/2015","6900","7800","7200"
"Kerala","Idukki","Adimali","Coffee","Other","02/06/2015","6200","6700","6500"
"Kerala","Idukki","Adimali","Coffee","Other","05/06/2015","6100","6600","6400"
"Kerala","Idukki","Adimali","Coffee","Other","09/06/2015","6200","6800","6600"
"Kerala","Idukki","Adimali","Coffee","Other","12/06/2015","6300","7000","6800"
"Kerala","Idukki","Adimali","Coffee","Other","16/06/2015","6200","6900","6600"
"Kerala","Idukki","Adimali","Coffee","Other","19/06/2015","6100","6800","6500"
"Kerala","Idukki","Adimali","Coffee","Other","23/06/2015","6000","6700","6400"
"Kerala","Idukki","Adimali","Coffee","Other","26/06/2015","6200","6900","6700"
"Kerala","Idukki","Adimali","Coffee","Other","30/06/2015","6300","7100","6900"
"Kerala","Idukki","Adimali","Coffee","Other","03/07/2015","6400","7300","7000"
"Kerala","Idukki","Adimali","Coffee","Other","07/07/2015","6500","7400","7200"
