"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Andhra Pradesh","Medak","Siddipet","Coffee","Other","19/03/2010","2895","3166","3030"
"Gujarat","Surendranagar","Vadhvan","Coffee","Plantation A","03/03/2009","300","500","400"
"Kerala","Kollam","Kollam","Coffee","Other","17/06/2003","21000","22000","21000"
"Kerala","Kollam","Kollam","Coffee","Other","24/06/2003","21000","23000","21000"
"Kerala","Kollam","Kollam","Coffee","Other","08/07/2003","21000","23000","21000"
"Kerala","Kollam","Kollam","Coffee","Other","18/07/2003","21000","22000","21000"
"Kerala","Kollam","Kollam","Coffee","Other","29/07/2003","20000","24000","21000"
"Kerala","Kollam","Kollam","Coffee","Other","12/08/2003","19000","20000","19000"
"Kerala","Kollam","Kollam","Coffee","Other","22/08/2003","19500","21000","20000"
"Kerala","Kollam","Kollam","Coffee","Other","26/09/2003","19000","21000","20000"
"Kerala","Kollam","Kollam","Coffee","Other","07/11/2003","16000","21000","19000"
"Kerala","Kollam","Kollam","Coffee","Other","09/03/2004","16500","19000","17500"
"Kerala","Kollam","Kollam","Coffee","Other","23/03/2004","16000","21000","17500"
"Kerala","Kollam","Kollam","Coffee","Other","29/09/2006","15000","16000","15500"
"Kerala","Kollam","Kollam","Coffee","Other","18/07/2009","22000","22500","22300"
"Kerala","Kollam","Kollam","Coffee","Other","31/07/2009","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","21/08/2009","22500","23000","22800"
"Kerala","Kollam","Kollam","Coffee","Other","25/08/2009","22800","23000","22900"
"Kerala","Kollam","Kollam","Coffee","Other","29/09/2009","21500","22000","21800"
"Kerala","Kollam","Kollam","Coffee","Other","13/10/2009","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","23/10/2009","22500","23000","22800"
"Kerala","Kollam","Kollam","Coffee","Other","03/11/2009","23000","23000","23000"
"Kerala","Kollam","Kollam","Coffee","Other","19/11/2009","23000","23000","23000"
"Kerala","Kollam","Kollam","Coffee","Other","30/11/2009","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","04/01/2010","21000","23000","22000"
"Kerala","Kollam","Kollam","Coffee","Other","12/05/2010","2100","2300","2200"
"Kerala","Kollam","Kollam","Coffee","Other","17/05/2010","21000","23000","22000"
"Kerala","Kollam","Kollam","Coffee","Other","26/05/2010","21000","23000","22000"
"Kerala","Kollam","Kollam","Coffee","Other","31/05/2010","21000","23000","22000"
"Kerala","Kollam","Kollam","Coffee","Other","07/06/2010","21000","23000","22000"
"Kerala","Kollam","Kollam","Coffee","Other","16/06/2010","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","17/06/2010","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","18/06/2010","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","19/06/2010","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","21/06/2010","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","01/07/2010","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","02/07/2010","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","08/07/2010","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","13/07/2010","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","15/07/2010","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","16/07/2010","22000","23000","22500"
"Kerala","Kollam","Kollam","Coffee","Other","17/07/2010","22000","23000","22500"
