"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Andhra Pradesh","Guntur","Pidugurala(Palnadu)","Coffee","Other","09/03/2017","5000","5200","5100"
"Kerala","Idukki","Adimali","Coffee","Other","03/01/2017","5700","6300","6000"
"Kerala","Idukki","Adimali","Coffee","Other","06/01/2017","5600","6500","6200"
"Kerala","Idukki","Adimali","Coffee","Other","10/01/2017","5600","6200","5800"
"Kerala","Idukki","Adimali","Coffee","Other","17/01/2017","5500","6300","5700"
"Kerala","Idukki","Adimali","Coffee","Other","20/01/2017","5300","6100","5500"
"Kerala","Idukki","Adimali","Coffee","Other","02/02/2017","5200","6000","5600"
"Kerala","Idukki","Adimali","Coffee","Other","03/02/2017","5100","6000","5500"
"Kerala","Idukki","Adimali","Coffee","Other","07/02/2017","5300","6200","5700"
"Kerala","Idukki","Adimali","Coffee","Other","10/02/2017","5200","6100","5600"
"Kerala","Idukki","Adimali","Coffee","Other","14/02/2017","6100","6800","6400"
"Kerala","Idukki","Adimali","Coffee","Other","17/02/2017","6100","6900","6500"
"Kerala","Idukki","Adimali","Coffee","Other","21/02/2017","6500","6900","6700"
"Kerala","Idukki","Adimali","Coffee","Other","28/02/2017","7500","8000","7800"
"Kerala","Idukki","Adimali","Coffee","Other","03/03/2017","7100","8000","7500"
"Kerala","Idukki","Adimali","Coffee","Other","07/03/2017","7100","8000","7600"
"Kerala","Idukki","Adimali","Coffee","Other","10/03/2017","7200","8000","7600"
"Kerala","Idukki","Adimali","Coffee","Other","14/03/2017","7000","7600","7300"
"Kerala","Idukki","Adimali","Coffee","Other","17/03/2017","6400","7000","6600"
"Kerala","Idukki","Adimali","Coffee","Other","21/03/2017","7000","7700","7500"
"Kerala","Idukki","Adimali","Coffee","Other","24/03/2017","7100","7800","7400"
"Kerala","Idukki","Adimali","Coffee","Other","28/03/2017","7300","7700","7500"
"Kerala","Idukki","Adimali","Coffee","Other","29/03/2017","7300","7700","7500"
"Kerala","Idukki","Adimali","Coffee","Other","04/04/2017","7500","7800","7700"
"Kerala","Idukki","Adimali","Coffee","Other","11/04/2017","7500","7900","7700"
"Kerala","Idukki","Adimali","Coffee","Other","18/04/2017","7400","7800","7500"
"Kerala","Idukki","Adimali","Coffee","Other","21/04/2017","7300","7900","7500"
"Kerala","Idukki","Adimali","Coffee","Other","28/04/2017","6400","6800","6600"
"Kerala","Idukki","Adimali","Coffee","Other","02/05/2017","6500","6900","6700"
"Kerala","Idukki","Adimali","Coffee","Other","05/05/2017","6300","6800","6600"
"Kerala","Idukki","Adimali","Coffee","Other","09/05/2017","7000","7500","7200"
"Kerala","Idukki","Adimali","Coffee","Other","16/05/2017","7000","7800","7500"
"Kerala","Idukki","Adimali","Coffee","Other","26/05/2017","6400","6900","6500"
"Kerala","Idukki","Adimali","Coffee","Other","30/05/2017","7000","7400","7200"
"Kerala","Idukki","Adimali","Coffee","Other","02/06/2017","7100","7500","7300"
"Kerala","Idukki","Adimali","Coffee","Other","06/06/2017","7100","7500","7300"
"Kerala","Idukki","Adimali","Coffee","Other","09/06/2017","7200","7600","7400"
"Kerala","Idukki","Adimali","Coffee","Other","13/06/2017","7000","7400","7200"
"Kerala","Idukki","Adimali","Coffee","Other","16/06/2017","7100","7300","7200"
"Kerala","Idukki","Adimali","Coffee","Other","20/06/2017","7000","7400","7100"
"Kerala","Idukki","Adimali","Coffee","Other","23/06/2017","7100","7400","7300"
"Kerala","Idukki","Adimali","Coffee","Other","27/06/2017","7000","7500","7300"
"Kerala","Idukki","Adimali","Coffee","Other","30/06/2017","7200","7600","7400"
